articleID,snippet,topic
5ad2238b068401528a2a8b40,"The strike on chemical arms sites reflected President Trump’s competing impulses: an effort to demonstrate strength countered by a view that involvement in the Middle East since the attacks of Sept. 11, 2001, has been a waste.",International
5ad20969068401528a2a8b14,What can be done to shoo away birds that roost on a reader’s window ledge?,Leisure
5ad1d827068401528a2a8ae0,"Warplanes and ships from the United States, Britain and France launched more than 100 missiles at three chemical weapons storage and research facilities near Damascus and Homs, officials said.",International
5ad1c31e068401528a2a8ab2,"As of this month, the big credit card companies are dropping the requirement for signatures, the beginning of the end for signing your name.",Leisure
5ad160a3068401528a2a8a34,Sam Ezersky’s puzzle puts words in our mouths.,International
5ad15236068401528a2a8a23,"The G.O.P. owed America an alternative vision to Trumpism, and failed to deliver.",Politics
5ad14da5068401528a2a8a19,The strikes sought to punish the Syrian government after what Western officials said was a deadly chemical attack in a Damascus suburb that had been held by rebels.,International
5ad11cf0068401528a2a89c2,"It’s now a classic, with a splashy revival about to open on Broadway. But in 1956, a nervous leading man and technical troubles meant the show almost didn’t go on.",International
5ad10ea0068401528a2a899a,An exhibit featuring more than 440 images from the Library of Congress’ photographic archives is featured at the Annenberg Space for Photography in Los Angeles.,Culture/Education
5ad1083a068401528a2a898a,"The official, Elliott Broidy, quit amid news of a deal he struck with a woman who became pregnant during an affair. The payout was arranged by President Trump’s lawyer Michael D. Cohen.",Social Media
5ad0fff6068401528a2a896b,"The Working Families Party may endorse Cynthia Nixon’s bid to unseat Gov. Andrew Cuomo, spurring the governor’s labor allies into action.",Gun Crimes
5acf80e9068401528a2a822a,"Having left the family estate, Mr. Ponsot hopes to build a futuristic, interactive center dedicated to Burgundy, as well as make a little wine.",Art
5acf7e76068401528a2a8208,"At Mike Pompeo’s confirmation hearing, he set a tone of forceful diplomacy, saying he would take a tough line against Russia and push to improve the Iran nuclear deal.",Social Media
5acf7a75068401528a2a81cf,"Ms. Shore was a critic, confidante and caretaker for comics like Richard Pryor, Robin Williams, George Carlin, Sandra Bernhard and Jim Carrey.",Culture/Education
5acf796b068401528a2a81b8,"The second American outpost of this Japanese export features larger-than-life onigiri, filled with ingredients traditional and bold.",Culture/Education
5acf6f95068401528a2a813c,"The Senate on Thursday confirmed the Environmental Protection Agency’s second-in-command, Andrew Wheeler, a former coal lobbyist who shares the deregulatory zeal of Scott Pruitt, the agency chief.",Elections
5acf6667068401528a2a80bc,"Mr. Cenac, an alumnus of “The Daily Show,” discusses his new late-night series, which has a laid-back energy and a regular focus on police reform.",Entertainment
5acf60aa068401528a2a8082,"Our 52 Places Traveler answers readers’ questions about the journey so far and traveling alone, as a woman.",Culture/Education
5acf5f60068401528a2a8069,The hourly wages that properties in the country’s hottest markets would have “earned” last year if they punched the clock.,Leisure
5acf5ccc068401528a2a8059,"The scandal over how Facebook let a consulting firm gain access to user information is ushering in a new era for privacy experts, whose warnings about online privacy have long gone unheeded.",Culture/Education
5acf58bb068401528a2a8029,"This week’s properties are in Morningside Heights, the West Village and Brooklyn Heights.",Leisure
5acf5854068401528a2a8020,Brush up on your knowledge of creatures that can be frequently spotted in The New York Times Crossword.,Entertainment
5acf521f068401528a2a7fea,"Thursday: The state treasurer on how he would balance priorities if elected governor, Kevin McCarthy could run for House speaker, and L.A. moves forward with an LAX train.",Elections
5acf4a43068401528a2a7f8a,Grace Jones has always been an iconoclast. But this documentary restores her humanity.,Culture/Education
5acf4599068401528a2a7f5f,Trump’s Syria policy: an impulse wrapped in indifference inside an incoherence.,International
5acf3cf7068401528a2a7f00,Defense Secretary Jim Mattis demanded evidence of the Syrian government’s role in a suspected chemical attack to justify military action — and mute Russian criticism.,International
5acf2ea0068401528a2a7e34,"Bodybuilders are turning to a popular new pill to get bigger and stronger, but the chemicals are still undergoing testing and could cause serious harm.",Art
5acf2e27068401528a2a7e2f,"Thursday: Reflections on Holocaust Remembrance Day, “After Auschwitz” and Franklin D. Roosevelt’s local legacy.",NYC
5acf2aa3068401528a2a7e12,Robert Mueller is not safe. Our democracy is not safe.,Elections
5acf2aa3068401528a2a7e13,His contentious views on immigration and integration have their roots in the ethnic and racial transformation of his home borough.,Social Issues
5acf2aa3068401528a2a7e14,"Legislation to end forced arbitration agreements is sitting in Congress, awaiting a vote. It’s something everyone should get behind.",Culture/Education
5acf2aa3068401528a2a7e15,"Once again, the museum has ignored the droves of qualified women in the field.",Culture/Education
5acf2aa4068401528a2a7e16,"The liberal federal appeals court judge Stephen Reinhardt, who died last month, was defiant in his resistance but hopeful for the future.",Culture/Education
5acf2724068401528a2a7df7,"Instagram has become the new place for anglers to document every whopper, swap stories about secret fishing holes and, well, brag.",Culture/Education
5acf2021068401528a2a7dcd,"As “Scandal” heads toward its finale, Shonda Rhimes, the show’s creator, and three of its stars discuss its craziest twists, its nuanced handling of racial issues and its legacy.",International
5acf201f068401528a2a7dca,"After decades of living in New York City, discovering the many charms of a Manhattan neighborhood.",Leisure
5acf2020068401528a2a7dcc,"After relocating last year, Lindsey Olson found paying rent in Brooklyn “insane.”",NYC
5acf201d068401528a2a7dc2,Unrest around education appears to be symptomatic of broader unease about years of budget cuts that have followed tax cuts.,Elections
5acf201e068401528a2a7dc5,"The speaker’s departure was no surprise, but the timing of it could create problems for the Republicans left behind.",International
5acf2015068401528a2a7dbf,"On lush Vancouver Island, this urban jewel offers innovative restaurants, gorgeous parks and gardens, and museums that celebrate the area’s many cultures. ",Social Media
5acf12f4068401528a2a7d8f,What are the lives like now for the students who were abducted in 2014?,International
5acf1205068401528a2a7d86,Citlali Fabian’s collaborative portraits of Oaxacan women and girls are both intimate and universal.,International
5acf04a6068401528a2a7d30,What trends from the past would you like to see revived?,Gun Crimes
5acf0072068401528a2a7d13,Treat yourself!,International
5acee80f068401528a2a7c51,"If you had to choose a time to be born and you didn’t know who you’d be or where you’d be, what time would you choose? Why?",Culture/Education
5acee7d3068401528a2a7c4f,"Compared with “definite morning” types, “definite evening” types had a 10 percent increased risk of dying over a six-and-a-half-year study period.",Social Media
5acecd93068401528a2a7b99,"For the third week in a row, “The Americans” hosted a meeting of the Soviet culture appreciation society.",Leisure
5acebdaa068401528a2a7b3a,"In the 1930s, the couple began surveying and recording the country’s overlooked ancient buildings, in an effort to begin preserving them.",International
5acebda3068401528a2a7b39,Jules Markey watches us solve his crossword puzzle.,Entertainment
5aceba23068401528a2a7b17,"The first Broadway revival of Mark Medoff’s 1980 play shows that it was ahead of its time about deafness, but not about gender.",International
5aceb380068401528a2a7ae5,"A federal inquiry is examining the relationship between a tabloid company, President Trump and his lawyer Michael D. Cohen, whose office was raided by the F.B.I.",Culture/Education
5aceb358068401528a2a7ae3,Career diplomats have greeted the nomination of Mike Pompeo as the next secretary of state as a harbinger of new life for the department.,International
5aceac7d068401528a2a7ac1,Trump should consider how the United States exports its own deadly products.,International
5aceabf8068401528a2a7abf,"“Foolish consistency” may be the hobgoblin of little minds, but the president’s back flips on foreign policy have left officials more bewildered than usual.",International
